Date,Open,High,Low,Close,Shares Traded,Turnover (â‚¹ Cr),Daily_Return,Volatility20,MA20,MA50,MA200,Month,Return_Bin,Daily Profit,Total Return,Max Daily Gain %,Max Daily Loss %
20-05-2025,24996.2,25010.35,24669.7,24683.9,414799113,31063.03,-1.0484878,0.011422326,24477.2875,23578.527,23576.68468,2025-05,"(-1.125, -0.772]",1%,10%,26104.2,24337.5
21-05-2025,24744.25,24946.2,24685.35,24813.45,332724952,23179.85,0.524836027,0.011457865,24509.5975,23633.143,23586.5788,2025-05,"(0.288, 0.641]",0%,10%,26104.2,24337.5
22-05-2025,24733.95,24737.5,24462.4,24609.7,403279638,30579.52,-0.821127252,0.011578354,24523.635,23678.591,23594.69881,2025-05,"(-1.125, -0.772]",1%,10%,26104.2,24337.5
23-05-2025,24639.5,24909.05,24614.05,24853.15,270470348,20200.73,0.989244079,0.011715549,24553.9575,23724.76,23604.60787,2025-05,"(0.641, 0.994]",-1%,10%,26104.2,24337.5
26-05-2025,24919.35,25079.2,24900.5,25001.15,302799227,20060.68,0.595497955,0.011520941,24602.0475,23773.733,23615.51836,2025-05,"(0.288, 0.641]",0%,10%,26104.2,24337.5
27-05-2025,24956.65,25062.9,24704.1,24826.2,525653668,33638.3,-0.699767811,0.011436737,24626.9325,23821.051,23624.90349,2025-05,"(-0.772, -0.419]",1%,10%,26104.2,24337.5
28-05-2025,24832.5,24864.25,24737.05,24752.45,684425321,37143.55,-0.297065197,0.01147174,24647.7575,23866.142,23633.57692,2025-05,"(-0.419, -0.0656]",0%,10%,26104.2,24337.5
29-05-2025,24825.1,24892.6,24677.3,24833.6,345370611,29730.05,0.327846334,0.011481097,24672.7275,23913.404,23642.7374,2025-05,"(0.288, 0.641]",0%,10%,26104.2,24337.5
30-05-2025,24812.6,24863.95,24717.4,24750.7,853890978,52247.87,-0.333821919,0.011523293,24692.9275,23960.474,23651.13106,2025-05,"(-0.419, -0.0656]",0%,10%,26104.2,24337.5
02-06-2025,24669.7,24754.4,24526.15,24716.6,311100908,25091.04,-0.137773881,0.011497498,24705.7,24004.631,23659.14211,2025-06,"(-0.419, -0.0656]",0%,10%,26104.2,24337.5
03-06-2025,24786.3,24845.1,24502.15,24542.5,349288937,28906.4,-0.704384907,0.01159352,24713.845,24038.795,23665.73433,2025-06,"(-0.772, -0.419]",1%,10%,26104.2,24337.5
04-06-2025,24560.45,24644.25,24530.45,24620.2,280862575,21907.07,0.316593664,0.011608169,24724.135,24073.047,23672.80444,2025-06,"(0.288, 0.641]",0%,10%,26104.2,24337.5
05-06-2025,24691.2,24899.85,24613.1,24750.9,388405978,30186.46,0.5308649,0.011558647,24747.99,24104.252,23680.73162,2025-06,"(0.288, 0.641]",0%,10%,26104.2,24337.5
06-06-2025,24748.7,25029.5,24671.45,25003.05,335581057,30041.71,1.018750833,0.0113698,24797.7425,24137.305,23690.38358,2025-06,"(0.994, 1.347]",-1%,10%,26104.2,24337.5
09-06-2025,25160.1,25160.1,25077.15,25103.2,279219989,25606.21,0.400551133,0.00760521,24806.6675,24166.202,23700.62138,2025-06,"(0.288, 0.641]",0%,10%,26104.2,24337.5
10-06-2025,25196.05,25199.3,25055.45,25104.25,307323471,28813.93,0.004182734,0.00682652,24832.9625,24194.914,23710.71942,2025-06,"(-0.0656, 0.288]",0%,10%,26104.2,24337.5
11-06-2025,25134.15,25222.4,25081.3,25141.4,301245273,25871.18,0.147982911,0.006801708,24856.6875,24228.005,23720.93857,2025-06,"(-0.0656, 0.288]",0%,10%,26104.2,24337.5
12-06-2025,25164.45,25196.2,24825.9,24888.2,328310748,29573.27,-1.007103821,0.006243238,24847.9925,24253.93,23729.21702,2025-06,"(-1.125, -0.772]",1%,10%,26104.2,24337.5
13-06-2025,24473,24754.35,24473,24718.6,318711364,24838.56,-0.681447433,0.006405086,24832.9325,24277.915,23736.18451,2025-06,"(-0.772, -0.419]",-1%,10%,26104.2,24337.5
16-06-2025,24732.35,24967.1,24703.6,24946.5,305813047,23857.15,0.921977782,0.006737583,24832.985,24313.531,23744.64825,2025-06,"(0.641, 0.994]",-1%,10%,26104.2,24337.5
17-06-2025,24977.85,24982.05,24813.7,24853.4,242415740,21818.05,-0.373198645,0.006340765,24841.46,24343.952,23752.34792,2025-06,"(-0.419, -0.0656]",1%,10%,26104.2,24337.5
18-06-2025,24788.35,24947.55,24750.45,24812.05,237599011,22044.05,-0.166375627,0.006248071,24841.39,24375.191,23759.65621,2025-06,"(-0.419, -0.0656]",0%,10%,26104.2,24337.5
19-06-2025,24803.25,24863.1,24733.4,24793.25,274619935,23620.79,-0.075769636,0.005946545,24850.5675,24412.967,23766.73562,2025-06,"(-0.419, -0.0656]",0%,10%,26104.2,24337.5
20-06-2025,24787.65,25136.2,24783.65,25112.4,574654035,55782.03,1.28724552,0.006227897,24863.53,24471.983,23775.8898,2025-06,"(0.994, 1.347]",-1%,10%,26104.2,24337.5
23-06-2025,24939.75,25057,24824.85,24971.9,248534153,20797.88,-0.559484557,0.006234588,24862.0675,24520.704,23783.97095,2025-06,"(-0.772, -0.419]",0%,10%,26104.2,24337.5
24-06-2025,25179.9,25317.7,24999.7,25044.35,450185468,35508.9,0.290126102,0.00604316,24872.975,24573.608,23792.42987,2025-06,"(0.288, 0.641]",1%,10%,26104.2,24337.5
25-06-2025,25150.35,25266.8,25125.05,25244.75,260582584,22985.17,0.80018048,0.006211528,24897.59,24621.932,23802.112,2025-06,"(0.641, 0.994]",0%,10%,26104.2,24337.5
26-06-2025,25268.95,25565.3,25259.9,25549,428891818,38689.39,1.205201081,0.006673295,24933.36,24666.341,23813.68079,2025-06,"(0.994, 1.347]",-1%,10%,26104.2,24337.5
27-06-2025,25576.65,25654.2,25523.55,25637.8,563957748,47108.6,0.347567419,0.00658981,24977.715,24710.353,23825.68158,2025-06,"(0.288, 0.641]",0%,10%,26104.2,24337.5
30-06-2025,25661.65,25669.35,25473.3,25517.05,270981274,24673.48,-0.47098425,0.006714857,25017.7375,24743.661,23836.73627,2025-06,"(-0.772, -0.419]",1%,10%,26104.2,24337.5
01-07-2025,25551.35,25593.4,25501.8,25541.8,260669106,23921.02,0.096993971,0.00640274,25067.7025,24771.986,23847.80812,2025-07,"(-0.0656, 0.288]",0%,10%,26104.2,24337.5
02-07-2025,25588.3,25608.1,25378.75,25453.4,309828013,26681.66,-0.346099335,0.006510712,25109.3625,24797.709,23858.16677,2025-07,"(-0.419, -0.0656]",1%,10%,26104.2,24337.5
03-07-2025,25505.1,25587.5,25384.35,25405.3,293428797,24531.7,-0.188972789,0.00649884,25142.0825,24819.236,23868.08429,2025-07,"(-0.419, -0.0656]",0%,10%,26104.2,24337.5
04-07-2025,25428.85,25470.25,25331.65,25461,193511595,19101.33,0.21924559,0.006162221,25164.98,24843.522,23878.23025,2025-07,"(-0.0656, 0.288]",0%,10%,26104.2,24337.5
07-07-2025,25450.45,25489.8,25407.25,25461.3,196051345,16923.26,0.001178273,0.00612175,25182.885,24871.961,23888.24968,2025-07,"(-0.0656, 0.288]",0%,10%,26104.2,24337.5
08-07-2025,25427.85,25548.05,25424.15,25522.5,210410530,21947.32,0.240364789,0.006130626,25203.7975,24895.841,23898.52799,2025-07,"(-0.0656, 0.288]",0%,10%,26104.2,24337.5
09-07-2025,25514.6,25548.7,25424.35,25476.1,239081546,20549.5,-0.181800372,0.006156927,25220.5325,24918.644,23908.38781,2025-07,"(-0.419, -0.0656]",0%,10%,26104.2,24337.5
10-07-2025,25511.65,25524.05,25340.45,25355.25,219609322,21435.36,-0.474366171,0.005770459,25243.885,24939.065,23917.37453,2025-07,"(-0.772, -0.419]",1%,10%,26104.2,24337.5
11-07-2025,25255.5,25322.45,25129,25149.85,249987681,26251.65,-0.81008864,0.005867859,25265.4475,24955.128,23924.98241,2025-07,"(-1.125, -0.772]",0%,10%,26104.2,24337.5
14-07-2025,25149.5,25151.1,25001.95,25082.3,259533624,23316.33,-0.268590071,0.005573977,25272.2375,24967.551,23932.08252,2025-07,"(-0.419, -0.0656]",0%,10%,26104.2,24337.5
15-07-2025,25089.5,25245.2,25088.45,25195.8,241340130,23282.7,0.452510336,0.005566482,25289.3575,24983.875,23939.78811,2025-07,"(0.288, 0.641]",0%,10%,26104.2,24337.5
16-07-2025,25196.6,25255.3,25121.05,25212.05,228815928,22254.54,0.064494876,0.005538774,25309.3575,24999.828,23947.49879,2025-07,"(-0.0656, 0.288]",0%,10%,26104.2,24337.5
17-07-2025,25230.75,25238.35,25101,25111.45,243412540,24715.35,-0.39901555,0.005633419,25325.2675,25016.581,23954.51054,2025-07,"(-0.419, -0.0656]",0%,10%,26104.2,24337.5
18-07-2025,25108.55,25144.6,24918.65,24968.4,316979826,26330.8,-0.569660454,0.005009093,25318.0675,25035.789,23960.58174,2025-07,"(-0.772, -0.419]",1%,10%,26104.2,24337.5
21-07-2025,24999,25111.4,24882.3,25090.7,305216414,26062.25,0.489819131,0.004972015,25324.0075,25039.109,23967.30863,2025-07,"(0.288, 0.641]",0%,10%,26104.2,24337.5
22-07-2025,25166.65,25182,25035.55,25060.9,483725120,31248.06,-0.118769106,0.00494119,25324.835,25048.76,23973.77959,2025-07,"(-0.419, -0.0656]",0%,10%,26104.2,24337.5
23-07-2025,25139.35,25233.5,25085.5,25219.9,271539651,23042.49,0.634454469,0.004812958,25323.5925,25059.82,23981.10971,2025-07,"(0.288, 0.641]",0%,10%,26104.2,24337.5
24-07-2025,25243.3,25246.25,25018.7,25062.1,338728860,27433.34,-0.625696375,0.004077302,25299.2475,25059.82,23987.43129,2025-07,"(-0.772, -0.419]",1%,10%,26104.2,24337.5
25-07-2025,25010.35,25010.35,24806.35,24837,278136104,25273.64,-0.898168948,0.004309922,25259.2075,25056.164,23992.37064,2025-07,"(-1.125, -0.772]",1%,10%,26104.2,24337.5
28-07-2025,24782.45,24889.2,24646.6,24680.9,262142969,24976.54,-0.628497806,0.004383947,25217.4,25050.873,23996.35058,2025-07,"(-0.772, -0.419]",0%,10%,26104.2,24337.5
29-07-2025,24609.65,24847.15,24598.6,24821.1,284657235,25954.42,0.568050598,0.004650828,25181.365,25053.617,24001.09052,2025-07,"(0.288, 0.641]",-1%,10%,26104.2,24337.5
30-07-2025,24890.4,24902.3,24771.95,24855.05,243886726,23525.25,0.136778789,0.004664605,25151.4475,25054.449,24005.97029,2025-07,"(-0.0656, 0.288]",0%,10%,26104.2,24337.5
31-07-2025,24642.25,24956.5,24635,24768.35,346303628,30477.71,-0.348822473,0.004691054,25119.6,25057.622,24010.30199,2025-07,"(-0.419, -0.0656]",-1%,10%,26104.2,24337.5
01-08-2025,24734.9,24784.15,24535.05,24565.35,263357194,24972.45,-0.819594361,0.004860915,25074.8175,25051.866,24013.43785,2025-08,"(-1.125, -0.772]",1%,10%,26104.2,24337.5
04-08-2025,24596.05,24736.25,24554,24722.75,259329477,20372.68,0.640739904,0.005184439,25037.89,25046.298,24017.42275,2025-08,"(0.641, 0.994]",-1%,10%,26104.2,24337.5
05-08-2025,24720.25,24733.1,24590.3,24649.55,251849778,23815.36,-0.296083567,0.00511241,24994.2425,25042.765,24020.95419,2025-08,"(-0.419, -0.0656]",0%,10%,26104.2,24337.5
06-08-2025,24641.35,24671.4,24539.2,24574.2,225091071,20559.22,-0.305685094,0.005121079,24949.1475,25039.2,24024.02778,2025-08,"(-0.419, -0.0656]",0%,10%,26104.2,24337.5
07-08-2025,24464.2,24634.2,24344.15,24596.15,616739190,35574.59,0.089321321,0.005104945,24911.1925,25034.451,24027.18867,2025-08,"(-0.0656, 0.288]",-1%,10%,26104.2,24337.5
08-08-2025,24544.25,24585.5,24337.5,24363.3,312630157,38135.74,-0.946692877,0.005205962,24871.865,25026.703,24029.03544,2025-08,"(-1.125, -0.772]",1%,10%,26104.2,24337.5
11-08-2025,24371.5,24600.85,24347.45,24585.05,241145497,21081.61,0.910180476,0.005715817,24847.0025,25024.072,24032.07377,2025-08,"(0.641, 0.994]",-1%,10%,26104.2,24347.45
12-08-2025,24563.35,24702.6,24465.65,24487.4,237002462,22258.29,-0.397192603,0.005599287,24811.5825,25022.97,24034.54837,2025-08,"(-0.419, -0.0656]",0%,10%,26104.2,24404.7
13-08-2025,24586.2,24664.55,24535.25,24619.35,236006791,22843.14,0.538848551,0.005788192,24781.9475,25022.953,24037.70946,2025-08,"(0.288, 0.641]",0%,10%,26104.2,24404.7
14-08-2025,24607.25,24673.65,24596.9,24631.3,270162203,22375.44,0.048539056,0.005759985,24757.94,25020.561,24040.90081,2025-08,"(-0.0656, 0.288]",0%,10%,26104.2,24404.7
18-08-2025,24938.2,25022,24852.85,24876.95,363071305,37637.67,0.997308303,0.006133808,24753.3675,25018.039,24045.37166,2025-08,"(0.994, 1.347]",0%,10%,26104.2,24404.7
19-08-2025,24891.35,25012.65,24873.95,24980.65,252340828,24781.97,0.416851744,0.006104202,24747.865,25015.588,24050.34654,2025-08,"(0.288, 0.641]",0%,10%,26104.2,24404.7
20-08-2025,24965.8,25088.7,24929.7,25050.55,287054119,25330.45,0.279816578,0.006135316,24747.3475,25014.514,24055.63862,2025-08,"(-0.0656, 0.288]",0%,10%,26104.2,24404.7
21-08-2025,25142,25153.65,25054.9,25083.75,226542052,21865.07,0.13253202,0.00596223,24740.54,25013.361,24061.04974,2025-08,"(-0.0656, 0.288]",0%,10%,26104.2,24404.7
22-08-2025,25064.15,25084.85,24859.15,24870.1,210165384,19655.78,-0.851746649,0.006101814,24730.94,25012.999,24065.2856,2025-08,"(-1.125, -0.772]",1%,10%,26104.2,24404.7
25-08-2025,24949.15,25021.55,24894.35,24967.75,213032133,19871.25,0.392640158,0.005818726,24737.4775,25017.982,24069.98594,2025-08,"(0.288, 0.641]",0%,10%,26104.2,24404.7
26-08-2025,24899.5,24919.65,24689.6,24712.05,750473927,47068.2,-1.024121116,0.006113391,24739.035,25013.293,24073.31269,2025-08,"(-1.125, -0.772]",1%,10%,26104.2,24404.7
28-08-2025,24695.8,24702.65,24481.6,24500.9,326601486,29371.67,-0.854441457,0.006253499,24723.025,25006.243,24075.51675,2025-08,"(-1.125, -0.772]",1%,10%,26104.2,24404.7
29-08-2025,24466.7,24572.45,24404.7,24426.85,325543583,26796.69,-0.302233795,0.006256717,24701.615,24998.539,24077.31846,2025-08,"(-0.419, -0.0656]",0%,10%,26104.2,24404.7
01-09-2025,24432.7,24635.6,24432.7,24625.05,229327424,20704.88,0.811402207,0.006531078,24694.45,24995.175,24080.11301,2025-09,"(0.641, 0.994]",-1%,10%,26104.2,24432.7
02-09-2025,24653,24756.1,24522.35,24579.6,271558516,22051.8,-0.184568153,0.006274795,24695.1625,24984.519,24082.64848,2025-09,"(-0.419, -0.0656]",0%,10%,26104.2,24522.35
03-09-2025,24616.5,24737.05,24533.2,24715.05,340283328,23533.08,0.551066738,0.006230004,24694.7775,24979.382,24085.84242,2025-09,"(0.288, 0.641]",0%,10%,26104.2,24533.2
04-09-2025,24980.75,24980.75,24708.2,24734.3,314094160,30252.19,0.077887765,0.006192378,24699.015,24973.181,24089.10101,2025-09,"(-0.0656, 0.288]",1%,10%,26104.2,24587.7
05-09-2025,24818.85,24832.35,24621.6,24741,210071924,18530.24,0.02708789,0.006145076,24707.355,24963.106,24092.3605,2025-09,"(-0.0656, 0.288]",0%,10%,26104.2,24587.7
08-09-2025,24802.6,24885.5,24751.55,24773.15,213228202,20122.88,0.129946243,0.006147615,24716.205,24947.589,24098.95725,2025-09,"(-0.0656, 0.288]",0%,10%,26104.2,24587.7
09-09-2025,24864.1,24891.8,24814,24868.6,226919775,22356.88,0.385296178,0.005732596,24741.47,24932.205,24105.70775,2025-09,"(0.288, 0.641]",0%,10%,26104.2,24587.7
10-09-2025,24991,25035.7,24915.05,24973.1,244146466,22458.98,0.420208616,0.005468672,24760.8725,24921.326,24113.82375,2025-09,"(0.288, 0.641]",0%,10%,26104.2,24587.7
11-09-2025,24945.5,25037.3,24940.15,25005.5,224570983,21316.72,0.1297396,0.005352494,24786.7775,24910.6,24119.315,2025-09,"(-0.0656, 0.288]",0%,10%,26104.2,24587.7
12-09-2025,25074.45,25139.45,25038.05,25114,225739766,21335.67,0.433904541,0.005312835,24811.51,24903.812,24123.7755,2025-09,"(0.288, 0.641]",0%,10%,26104.2,24587.7
15-09-2025,25118.9,25138.45,25048.75,25069.2,185375759,17115.6,-0.178386557,0.005348707,24833.405,24897.09,24128.149,2025-09,"(-0.419, -0.0656]",0%,10%,26104.2,24587.7
16-09-2025,25073.6,25261.4,25070.45,25239.1,240122320,22642.86,0.67772406,0.005105434,24851.5125,24892.652,24132.97,2025-09,"(0.641, 0.994]",-1%,10%,26104.2,24587.7
17-09-2025,25276.6,25346.5,25275.35,25330.25,268936695,23484.12,0.361146,0.005087205,24868.9925,24890.031,24140.0505,2025-09,"(0.288, 0.641]",0%,10%,26104.2,24587.7
18-09-2025,25441.05,25448.55,25329.75,25423.6,272193683,24198.11,0.368531696,0.00511021,24887.645,24888.053,24146.513,2025-09,"(0.288, 0.641]",0%,10%,26104.2,24587.7
19-09-2025,25410.2,25431.4,25286.3,25327.05,380362832,38805.58,-0.379765257,0.00520742,24899.81,24885.072,24151.768,2025-09,"(-0.419, -0.0656]",0%,10%,26104.2,24587.7
22-09-2025,25238.1,25331.7,25151.05,25202.35,254509892,25277.82,-0.49235896,0.004934909,24916.4225,24882.014,24155.494,2025-09,"(-0.772, -0.419]",0%,10%,26104.2,24587.7
23-09-2025,25209,25261.9,25084.65,25169.5,299204338,31435.17,-0.130344988,0.004891948,24926.51,24882.407,24159.00425,2025-09,"(-0.419, -0.0656]",0%,10%,26104.2,24587.7
24-09-2025,25108.75,25149.85,25027.45,25056.9,244382281,22310.05,-0.447366853,0.004373281,24943.7525,24881.899,24160.74675,2025-09,"(-0.772, -0.419]",0%,10%,26104.2,24587.7
25-09-2025,25034.5,25092.7,24878.3,24890.85,342534768,32715.91,-0.662691714,0.004176489,24963.25,24875.8,24161.812,2025-09,"(-0.772, -0.419]",1%,10%,26104.2,24587.7
26-09-2025,24818.55,24868.6,24629.45,24654.7,291537949,29987.93,-0.948742208,0.00470456,24974.6425,24864.653,24161.9905,2025-09,"(-1.125, -0.772]",1%,10%,26104.2,24587.7
29-09-2025,24728.55,24791.3,24606.2,24634.9,394388242,40004.93,-0.080309231,0.004351801,24975.135,24855.122,24162.11475,2025-09,"(-0.419, -0.0656]",0%,10%,26104.2,24587.7
30-09-2025,24691.95,24731.8,24587.7,24611.1,304924720,29285.11,-0.096610906,0.004336276,24976.71,24847.976,24161.96125,2025-09,"(-0.419, -0.0656]",0%,10%,26104.2,24587.7
01-10-2025,24620.55,24867.95,24605.95,24836.3,308135228,29041.17,0.915034273,0.004642085,24982.7725,24842.888,24163.39925,2025-10,"(0.641, 0.994]",-1%,10%,26104.2,24605.95
03-10-2025,24759.55,24904.8,24747.55,24894.25,366929642,31409.06,0.233327831,0.004664278,24990.77,24839.555,24164.029,2025-10,"(-0.0656, 0.288]",-1%,10%,26104.2,24747.55
06-10-2025,24916.55,25095.95,24881.65,25077.65,271953070,25160.76,0.73671631,0.004922111,25007.6025,24836.71,24166.076,2025-10,"(0.641, 0.994]",-1%,10%,26104.2,24881.65
07-10-2025,25085.3,25220.9,25076.3,25108.3,286833765,26176.23,0.122220383,0.004921636,25024.36,24837.634,24169.9375,2025-10,"(-0.0656, 0.288]",0%,10%,26104.2,25008.5
08-10-2025,25079.75,25192.5,25008.5,25046.15,225967495,21701.19,-0.24752771,0.004910565,25033.2375,24841.817,24174.174,2025-10,"(-0.419, -0.0656]",0%,10%,26104.2,25008.5
09-10-2025,25074.3,25199.25,25024.3,25181.8,286253252,22617.86,0.541600206,0.00496763,25043.6725,24851.835,24180.3245,2025-10,"(0.288, 0.641]",0%,10%,26104.2,25024.3
10-10-2025,25167.65,25330.75,25156.85,25285.35,232943306,21749.23,0.411209683,0.005033,25057.665,24861.12,24188.81375,2025-10,"(0.288, 0.641]",0%,10%,26104.2,25060.55
13-10-2025,25177.3,25267.3,25152.3,25227.35,234285202,20806.83,-0.229381836,0.004989826,25063.3325,24868.566,24196.18325,2025-10,"(-0.419, -0.0656]",0%,10%,26104.2,25060.55
14-10-2025,25277.55,25310.35,25060.55,25145.5,292129083,24151.97,-0.324449457,0.005031475,25067.1475,24876.109,24203.2725,2025-10,"(-0.419, -0.0656]",1%,10%,26104.2,25060.55
15-10-2025,25181.95,25365.15,25159.35,25323.55,289930172,25202.02,0.70807898,0.005052886,25071.37,24891.273,24211.13925,2025-10,"(0.641, 0.994]",-1%,10%,26104.2,25159.35
16-10-2025,25394.9,25625.4,25376.85,25585.3,372777021,32008.64,1.033622853,0.005497491,25084.1225,24908.524,24219.99875,2025-10,"(0.994, 1.347]",-1%,10%,26104.2,25318.45
17-10-2025,25546.85,25781.5,25508.6,25709.85,422055809,35106.96,0.486802969,0.005539584,25098.435,24929.73,24230.3235,2025-10,"(0.288, 0.641]",-1%,10%,26104.2,25318.45
20-10-2025,25824.6,25926.2,25788.5,25843.15,301133193,29637.12,0.518478326,0.005530571,25124.24,24955.109,24241.31525,2025-10,"(0.288, 0.641]",0%,10%,26104.2,25318.45
21-10-2025,25901.2,25934.35,25825.8,25868.6,42477128,3831.1,0.098478707,0.005351062,25157.5525,24980.558,24251.94375,2025-10,"(-0.0656, 0.288]",0%,10%,26104.2,25318.45
23-10-2025,26057.2,26104.2,25862.45,25891.4,448404894,41777.68,0.088137742,0.005316898,25193.6475,25011.12,24260.4575,2025-10,"(-0.0656, 0.288]",1%,10%,26104.2,25318.45
24-10-2025,25935.1,25944.15,25718.2,25795.15,284913477,23527.98,-0.371745058,0.005275243,25230.56,25035.322,24269.4095,2025-10,"(-0.419, -0.0656]",1%,10%,26097.85,25318.45
27-10-2025,25843.2,26005.95,25827,25966.05,266337274,23989.06,0.662527646,0.005031867,25284.32,25064.895,24281.1595,2025-10,"(0.641, 0.994]",0%,10%,26097.85,25318.45
28-10-2025,25939.95,26041.7,25810.05,25936.2,395231207,37023.32,-0.114957801,0.004312835,25348.395,25091.232,24292.301,2025-10,"(-0.419, -0.0656]",0%,10%,26097.85,25318.45
29-10-2025,25982,26097.85,25960.3,26053.9,321880610,26309.32,0.453805877,0.004259601,25419.345,25119.684,24304.12575,2025-10,"(0.288, 0.641]",0%,10%,26097.85,25318.45
30-10-2025,25984.4,26032.05,25845.25,25877.85,257373001,24180.46,-0.675714576,0.004703668,25482.6825,25139.702,24315.8825,2025-10,"(-0.772, -0.419]",0%,10%,26032.05,25318.45
31-10-2025,25863.8,25953.75,25711.2,25722.1,334384400,28788.4,-0.601866075,0.004800783,25526.9725,25154.531,24327.3355,2025-10,"(-0.772, -0.419]",1%,10%,26010.7,25318.45
03-11-2025,25696.85,25803.1,25645.5,25763.35,275858501,23949.88,0.160367933,0.004799006,25570.4275,25168.787,24340.7225,2025-11,"(-0.0656, 0.288]",0%,10%,26010.7,25318.45
04-11-2025,25744.75,25787.4,25578.4,25597.65,305143084,29307.41,-0.643161701,0.004935602,25596.4275,25179.065,24352.8305,2025-11,"(-0.772, -0.419]",1%,10%,26010.7,25318.45
06-11-2025,25593.35,25679.15,25491.55,25509.7,371852417,36129.62,-0.343586228,0.005035361,25616.4975,25191.857,24364.313,2025-11,"(-0.419, -0.0656]",0%,10%,26010.7,25318.45
07-11-2025,25433.8,25551.25,25318.45,25492.3,305606393,35487,-0.068209348,0.004989629,25638.805,25202.348,24375.2155,2025-11,"(-0.419, -0.0656]",0%,10%,26010.7,25318.45
10-11-2025,25503.5,25653.45,25503.5,25574.35,243592948,25023.65,0.321861896,0.004908371,25658.4325,25219.594,24387.07125,2025-11,"(0.288, 0.641]",0%,10%,26010.7,25449.25
11-11-2025,25617,25715.8,25449.25,25694.95,297714069,28285.51,0.471566237,0.004931702,25678.9125,25243.475,24398.82225,2025-11,"(0.288, 0.641]",0%,10%,26010.7,25449.25
12-11-2025,25834.3,25934.55,25781.15,25875.8,343864299,30633.19,0.7038348,0.005061811,25711.335,25272.454,24413.078,2025-11,"(0.641, 0.994]",0%,10%,26010.7,25740.8
13-11-2025,25906.1,26010.7,25808.4,25879.15,385170023,30145.74,0.01294646,0.004958179,25748.0175,25297.536,24426.697,2025-11,"(-0.0656, 0.288]",0%,10%,26010.7,25740.8
14-11-2025,25767.9,25940.2,25740.8,25910.05,518943416,33121.81,0.11940114,0.004777809,25777.3425,25324.145,24440.2205,2025-11,"(-0.0656, 0.288]",-1%,10%,25940.2,25740.8
